text,true_label,pred_classical,prob_classical,pred_bert,prob_bert,conf_classical,conf_bert,correct_classical,correct_bert,word_count
i m not strong enough to kill me,1,0,0.4064752643870326,1,0.9920939803123474,0.5935247356129674,0.9920939803123474,False,True,8
i am sorry i could not make it until june i have tried i am not strong enough this school is too unforgiving i am sorry,1,0,0.2243950808066044,0,0.00150422740262,0.7756049191933956,0.99849577259738,False,False,26
pa moracchini la boucle c est ca gt bonne pr pa parce que mec intelligent gt gros cv gt taff d bile ultra bien pay gt d pression parce que gar trop conscient gt se venge de tout ca en tant z l jouissances toxiques gt coinc en enfer,1,0,0.4855756798844622,1,0.999788463115692,0.5144243201155378,0.999788463115692,False,True,49
anybody 0 year old and up in south florida that want to talk,1,0,0.4727282675208932,0,0.0008580543799325,0.5272717324791067,0.9991419456200675,False,False,13
i try to play video game but just quit immediately and the same thing happens with my guitar i just can t do either one,1,0,0.2456156205335457,0,0.4106890559196472,0.7543843794664543,0.5893109440803528,False,False,25
aaroncikaya fcuk off playing the depression card he can t handle the english premier league and the micky mouse french league will suit his lazy style of play fcuk off to psg you premier leage flop you re a lazy sack of shite,1,0,0.4008593992238687,1,0.9998884201049804,0.5991406007761313,0.9998884201049804,False,True,43
happy international day against depression yeah today is my birthday too lol,1,0,0.465175139592999,1,0.9998511075973512,0.534824860407001,0.9998511075973512,False,True,12
my last post goodbye,1,0,0.2393654259700167,0,0.0007306446786969,0.7606345740299834,0.9992693553213031,False,False,4
i m so tired of the pain hating myself and having no future i cant do this anymore,1,0,0.4291876426091882,1,0.998841106891632,0.5708123573908118,0.998841106891632,False,True,18
i don t know if something like this ha happened to any of you but if i try to sleep on my bed i wake up in the middle of the night or can get any rest i can only get to sleep on the couch i m worried about this because i don t want to sleep on my bed any tip,1,0,0.3203671859096516,1,0.999841570854187,0.6796328140903485,0.999841570854187,False,True,63
i am not i don t believe or respect myself enough to do it i am extremely pathetic lazy and bad person that s the truth a simple fact and this will probably never change because thats how i am,1,0,0.4194040364529491,1,0.99983549118042,0.5805959635470509,0.99983549118042,False,True,40
i ve given up,1,0,0.1632607055333199,0,0.1305662542581558,0.83673929446668,0.8694337457418442,False,False,4
i just wish i didn t have people and pet that wouldn t be bothered without me i have all the general visible asset of my gender identity but i still know i ll never be a girl,1,0,0.2887464069688709,1,0.999067485332489,0.7112535930311291,0.999067485332489,False,True,38
those are longest symptom along with nausea fatigue dizziness overwhelming feeling,1,0,0.3123347202933471,1,0.999492645263672,0.6876652797066529,0.999492645263672,False,True,11
simple holding gun to head purposely overdosing and ending up in the hospital more complex standing in the kitchen holding a knife searching the house for anti nausea pill to keep down the rest of the pill writing contact info on a sticky note to keep on your person so the cop can identify the body when doe one cross that line what defines a crisis,1,0,0.4530748019773821,1,0.999886989593506,0.546925198022618,0.999886989593506,False,True,66
even the most basic task are super difficult to do this is most likely going to be my final week on this shitty planet and it s most certainly going to be my final post,1,0,0.3280453990871964,0,0.1420430839061737,0.6719546009128037,0.8579569160938263,False,False,35
it could be something you saw you heard you did anything go it may not be good enough for you but i still wan na hear it so please please share,1,0,0.4316614352012745,1,0.9990007281303406,0.5683385647987256,0.9990007281303406,False,True,31
